City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
44,Boddam,GB,57.4667,-1.7833,51.8,58,75,21.85,broken clouds
45,Hermanus,ZA,-34.4187,19.2345,70.0,81,86,4.0,overcast clouds
46,Quchan,IR,37.106,58.5095,45.82,57,2,7.72,clear sky
47,Olafsvik,IS,64.8945,-23.7142,20.19,53,100,16.98,overcast clouds
48,Priyutnoye,RU,46.1011,43.5072,51.31,71,94,8.52,overcast clouds
49,Ushuaia,AR,-54.8,-68.3,42.8,75,20,6.91,few clouds
50,Albany,US,42.6001,-73.9662,51.01,24,25,1.01,scattered clouds
51,Port Shepstone,ZA,-30.7414,30.455,70.84,74,0,12.75,clear sky
52,Ahipara,NZ,-35.1667,173.1667,58.33,82,20,4.5,few clouds
53,Jamestown,US,42.097,-79.2353,52.0,49,1,10.36,clear sky
54,Castro,BR,-24.7911,-50.0119,71.91,56,57,6.49,broken clouds
55,Barrow,US,71.2906,-156.7887,-11.2,70,1,12.66,clear sky
56,Cartagena,CO,10.3997,-75.5144,89.6,62,40,2.3,scattered clouds
57,Cape Town,ZA,-33.9258,18.4232,71.6,68,20,13.8,few clouds
58,Flin Flon,CA,54.7682,-101.865,35.6,44,90,6.91,overcast clouds
59,Kudat,MY,6.8837,116.8477,84.2,79,20,6.91,few clouds
60,Cabedelo,BR,-6.9811,-34.8339,86.0,74,75,10.36,broken clouds
61,Bluff,NZ,-46.6,168.3333,57.0,69,70,3.0,broken clouds
62,East London,ZA,-33.0153,27.9116,75.2,50,0,3.44,clear sky
63,Alta Floresta,BR,-9.8756,-56.0861,87.8,66,40,3.44,scattered clouds
64,Kruisfontein,ZA,-34.0033,24.7314,71.01,63,0,8.01,clear sky
65,Busselton,AU,-33.65,115.3333,64.0,88,0,1.01,clear sky
66,Yellowknife,CA,62.456,-114.3525,10.0,66,75,5.75,broken clouds
67,Hithadhoo,MV,-0.6,73.0833,83.75,75,69,17.36,broken clouds
68,Milton,US,34.1322,-84.3007,64.99,32,0,3.0,clear sky
69,Coquimbo,CL,-29.9533,-71.3436,62.6,72,90,2.3,overcast clouds
70,Kudahuvadhoo,MV,2.6708,72.8944,83.98,73,19,14.25,few clouds
71,Mataura,NZ,-46.1927,168.8643,57.0,69,39,3.0,light rain
72,Talnakh,RU,69.4865,88.3972,7.3,75,99,10.85,overcast clouds
73,Saint-Joseph,RE,-21.3667,55.6167,82.4,74,0,1.14,clear sky
74,Rodez,FR,44.5,2.5833,64.0,33,0,8.05,clear sky
75,Provideniya,RU,64.3833,-173.3,-5.64,88,34,8.12,scattered clouds
76,Kapaa,US,22.0752,-159.319,73.4,68,90,19.57,light rain
77,Silva Jardim,BR,-22.6508,-42.3917,82.4,65,40,12.66,scattered clouds
78,Husavik,IS,66.0449,-17.3389,14.0,92,90,28.77,snow
79,Yinchuan,CN,38.4681,106.2731,48.0,54,100,7.0,overcast clouds
80,Gladstone,AU,-23.85,151.25,75.2,78,90,12.66,overcast clouds
81,Lata,PT,40.1629,-8.3327,75.0,43,0,9.17,clear sky
82,Mar Del Plata,AR,-38.0023,-57.5575,75.0,73,40,11.5,scattered clouds
83,Clyde River,CA,70.4692,-68.5914,-13.0,84,1,4.61,clear sky
84,Cap Malheureux,MU,-19.9842,57.6142,81.0,74,3,5.99,clear sky
85,Half Moon Bay,US,37.4636,-122.4286,53.6,66,90,10.36,overcast clouds
86,Lompoc,US,34.6391,-120.4579,51.01,87,44,3.44,scattered clouds
87,Wucheng,CN,29.6008,118.175,51.49,88,59,3.22,broken clouds
88,Muros,ES,42.7762,-9.0603,75.0,61,3,14.0,clear sky
89,Marsa Matruh,EG,31.3525,27.2453,84.2,15,0,8.05,clear sky
90,Primo Tapia,MX,32.22,-116.9172,63.0,82,90,3.44,haze
91,Mount Pleasant,US,32.7941,-79.8626,64.99,32,1,8.05,clear sky
92,Thompson,CA,55.7435,-97.8558,23.0,58,20,4.61,few clouds
93,New Norfolk,AU,-42.7826,147.0587,55.99,66,100,4.0,overcast clouds
94,Ghanzi,BW,-21.5667,21.7833,82.69,32,3,7.81,clear sky
95,Iqaluit,CA,63.7506,-68.5145,10.4,72,20,5.75,few clouds
96,Palmer,US,42.1584,-72.3287,51.01,27,20,4.61,few clouds
97,Sambava,MG,-14.2667,50.1667,80.04,82,8,7.18,clear sky
98,Nikolskoye,RU,59.7035,30.7861,42.8,65,20,13.42,few clouds
99,That Phanom,TH,16.9364,104.7104,78.24,71,95,9.69,overcast clouds
100,Hualmay,PE,-11.0964,-77.6139,75.22,71,43,8.59,scattered clouds
101,San Cristobal,VE,7.7669,-72.225,80.6,94,40,6.91,scattered clouds
102,Vitim,RU,59.4511,112.5578,14.88,95,100,7.16,light snow
103,Sorland,NO,67.667,12.6934,32.0,59,75,13.8,broken clouds
104,Tilichiki,RU,60.4667,166.1,4.75,87,100,15.84,overcast clouds
105,Kattivakkam,IN,13.2167,80.3167,84.2,79,20,6.91,mist
106,Ponta Delgada,PT,37.7333,-25.6667,59.0,88,75,17.27,broken clouds
107,Punta Arenas,CL,-53.15,-70.9167,44.6,57,0,14.97,clear sky
108,Qujing,CN,25.4833,103.7833,61.0,55,100,1.99,overcast clouds
109,Beloha,MG,-25.1667,45.05,71.69,80,35,10.78,moderate rain
110,Carnarvon,AU,-24.8667,113.6333,78.8,73,43,14.97,scattered clouds
111,Ostrovnoy,RU,68.0531,39.5131,32.25,86,100,21.09,overcast clouds
112,Komsomolskiy,UZ,40.4272,71.7189,46.4,87,90,6.91,mist
113,Lewistown,US,40.5992,-77.5714,61.0,36,1,13.8,clear sky
114,Nemuro,JP,43.3236,145.575,32.07,92,100,14.83,snow
115,Empalme,MX,27.9667,-110.8167,80.01,24,1,2.04,clear sky
116,Mahebourg,MU,-20.4081,57.7,80.6,78,20,8.05,few clouds
117,Roblin,CA,51.23,-101.3565,37.36,88,100,14.52,overcast clouds
118,Lasa,IT,46.6166,10.7002,66.2,36,0,9.22,clear sky
119,Bethel,US,41.3712,-73.414,50.0,29,90,5.5,overcast clouds
120,Katsuura,JP,35.1333,140.3,66.2,94,75,9.22,mist
121,Yining,CN,29.0361,114.5636,53.64,93,100,2.71,overcast clouds
122,Bathsheba,BB,13.2167,-59.5167,84.2,54,40,18.41,scattered clouds
123,Merritt Island,US,28.5392,-80.672,71.01,49,1,8.05,clear sky
124,Tevaitoa,PF,-16.7833,-151.5,80.78,78,26,10.11,light rain
125,Hamilton,US,39.1834,-84.5333,64.0,38,1,6.91,clear sky
126,Qaanaaq,GL,77.484,-69.3632,-12.93,67,15,6.8,few clouds
127,Carutapera,BR,-1.195,-46.02,84.07,71,98,9.04,overcast clouds
128,Shenkursk,RU,62.1091,42.896,30.4,90,74,5.75,broken clouds
129,Wagga Wagga,AU,-35.1167,147.3667,53.6,94,0,2.3,clear sky
130,Wad Madani,SD,14.4012,33.5199,96.22,11,38,15.86,scattered clouds
131,Acari,PE,-15.4311,-74.6158,81.3,60,100,9.95,overcast clouds
132,Chaupal,IN,30.95,77.5833,48.24,64,100,6.35,overcast clouds
133,Saint Anthony,US,45.0205,-93.218,66.99,29,1,11.5,clear sky
134,Del Rio,US,29.3627,-100.8968,66.2,68,90,11.5,overcast clouds
135,Upernavik,GL,72.7868,-56.1549,-12.15,74,0,11.56,clear sky
136,Innisfail,AU,-17.5333,146.0333,73.58,95,100,4.41,overcast clouds
137,San Quintin,MX,30.4833,-115.95,63.39,70,3,10.29,clear sky
138,Collie,AU,-33.3667,116.15,62.01,82,0,3.06,clear sky
139,Port Hedland,AU,-20.3167,118.5667,77.0,53,2,6.91,clear sky
140,Arraial Do Cabo,BR,-22.9661,-42.0278,82.4,65,40,14.97,scattered clouds
141,Ilulissat,GL,69.2167,-51.1,15.8,53,20,21.18,few clouds
142,Puerto Ayora,EC,-0.7393,-90.3518,80.6,78,20,9.22,few clouds
143,Tombouctou,ML,20.0,-3.0,101.23,4,1,6.08,clear sky
144,Souillac,MU,-20.5167,57.5167,80.6,78,20,8.05,few clouds
145,Haines Junction,CA,60.7522,-137.5108,10.4,79,100,3.44,overcast clouds
146,Meulaboh,ID,4.1363,96.1285,77.92,86,100,2.3,overcast clouds
147,Fort Payne,US,34.4442,-85.7197,64.0,31,1,3.44,clear sky
148,Khatanga,RU,71.9667,102.5,-16.2,91,11,6.06,few clouds
149,Quatre Cocos,MU,-20.2078,57.7625,81.0,78,20,8.05,few clouds
150,Severo-Kurilsk,RU,50.6789,156.125,28.89,81,84,14.36,broken clouds
151,Bourail,NC,-21.5667,165.4833,72.63,85,83,5.84,broken clouds
152,Nushki,PK,29.5542,66.0215,82.02,21,90,7.78,overcast clouds
153,Ryotsu,JP,38.0833,138.4333,48.76,89,100,13.58,overcast clouds
154,Omsukchan,RU,62.5333,155.8,-16.92,98,98,4.27,overcast clouds
155,Lahij,YE,13.1667,44.5833,80.29,44,5,5.35,clear sky
156,Cururupu,BR,-1.8283,-44.8683,82.8,80,97,7.81,overcast clouds
157,Vila,PT,42.0304,-8.1588,75.0,38,6,7.0,clear sky
158,Ust-Ishim,RU,57.6935,71.1665,34.61,88,100,9.48,overcast clouds
159,Kahului,US,20.8947,-156.47,69.8,94,75,11.5,light rain
160,Saskylakh,RU,71.9167,114.0833,-26.46,100,22,3.15,few clouds
161,Thinadhoo,MV,0.5333,72.9333,83.75,72,49,15.95,scattered clouds
162,Kutum,SD,14.2,24.6667,83.8,11,32,14.5,scattered clouds
163,Tautira,PF,-17.7333,-149.15,78.8,83,75,3.44,light rain
164,Mabaruma,GY,8.2,-59.7833,73.6,98,100,4.09,overcast clouds
165,Narsaq,GL,60.9167,-46.05,39.2,93,90,3.44,overcast clouds
166,Kosonsoy,UZ,41.2561,71.5508,46.4,87,90,6.91,moderate rain
167,Dikson,RU,73.5069,80.5464,6.67,87,100,7.9,overcast clouds
168,Saint-Pierre,RE,-21.3393,55.4781,82.4,74,0,1.14,clear sky
169,Szabadkigyos,HU,46.6167,21.1,48.0,46,96,7.0,overcast clouds
170,Yeniseysk,RU,58.4497,92.1703,33.26,98,100,3.85,overcast clouds
171,Mala Vyska,UA,48.6431,31.6366,45.77,66,57,5.53,broken clouds
172,Saint-Philippe,RE,-21.3585,55.7679,82.4,74,0,1.14,clear sky
173,Yanam,IN,16.7333,82.2167,86.0,74,74,9.22,haze
174,Kaitangata,NZ,-46.2817,169.8464,64.99,42,43,15.99,scattered clouds
175,Nyurba,RU,63.2842,118.3319,-13.58,100,98,2.91,overcast clouds
176,Sechura,PE,-5.5569,-80.8222,79.88,61,63,5.77,broken clouds
177,Belaya Gora,RU,68.5333,146.4167,-6.34,98,100,5.14,overcast clouds
178,Krasnoselkup,RU,65.7,82.4667,33.22,98,100,14.03,overcast clouds
179,Klyuchi,RU,52.2667,79.1667,26.98,90,38,7.99,scattered clouds
180,Teguldet,RU,57.3064,88.1667,33.19,93,100,3.15,overcast clouds
181,Naze,JP,28.3667,129.4833,61.52,77,100,16.62,overcast clouds
182,Umm Lajj,SA,25.0213,37.2685,74.93,61,1,15.08,clear sky
183,Belmonte,BR,-15.8631,-38.8828,86.0,79,40,8.05,scattered clouds
184,Yumen,CN,40.2833,97.2,44.26,42,0,15.26,clear sky
185,Mehamn,NO,71.0357,27.8492,33.8,86,75,17.27,light snow
186,Jatai,BR,-17.8814,-51.7144,88.16,34,65,7.83,broken clouds
187,Jibuti,DJ,11.5,42.5,86.0,58,1,6.91,clear sky
188,Coldstream,GB,55.6511,-2.2529,50.0,69,100,8.99,overcast clouds
189,Georgetown,MY,5.4112,100.3354,86.0,74,20,6.91,few clouds
190,Fort Nelson,CA,58.8053,-122.7002,35.6,35,20,6.91,few clouds
191,Yar-Sale,RU,66.8333,70.8333,30.15,98,100,11.12,light snow
192,Kuryk,KZ,43.2,51.65,52.63,64,3,5.53,clear sky
193,Visnes,NO,59.3556,5.2242,44.6,93,75,32.21,moderate rain
194,Dakar,SN,14.6937,-17.4441,77.0,61,0,13.8,clear sky
195,Boa Vista,BR,2.8197,-60.6733,86.0,62,75,9.22,broken clouds
196,Manono,CD,-7.3,27.4167,77.65,82,78,3.74,light rain
197,Sikasso,ML,10.9167,-7.0,104.47,7,33,3.58,scattered clouds
198,Semey,KZ,50.4111,80.2275,29.26,78,0,8.68,clear sky
199,Kuytun,RU,54.3419,101.5036,28.72,97,100,4.34,overcast clouds
200,Kafanchan,NG,9.5833,8.3,98.87,8,5,3.67,clear sky
201,Ayorou,NE,14.7308,0.9174,101.07,4,6,3.6,clear sky
202,Alofi,NU,-19.0595,-169.9187,71.6,100,97,2.3,overcast clouds
203,Tuktoyaktuk,CA,69.4541,-133.0374,-22.0,76,20,10.36,few clouds
204,Nagato,JP,34.3833,131.2,53.6,82,75,19.57,broken clouds
205,Atuona,PF,-9.8,-139.0333,80.29,79,77,11.07,broken clouds
206,Laguna,US,38.421,-121.4238,54.0,87,1,3.53,clear sky
207,Sayat,TM,38.7839,63.8803,59.0,33,5,11.5,clear sky
208,Yuncheng,CN,35.0231,110.9928,50.86,40,55,6.49,light rain
209,Raudeberg,NO,61.9875,5.1352,37.99,89,100,30.0,light rain
210,Dovolnoye,RU,54.4958,79.6671,22.32,87,90,7.61,overcast clouds
211,Rizhao,CN,35.4275,119.4553,46.35,40,74,5.03,broken clouds
212,Sorong,ID,-0.8833,131.25,81.75,80,46,5.75,scattered clouds
213,Salalah,OM,17.0151,54.0924,82.4,78,0,6.91,clear sky
214,San Patricio,US,28.017,-97.5169,72.0,78,90,8.05,overcast clouds
215,Hilo,US,19.7297,-155.09,68.0,83,75,4.61,broken clouds
216,Wattegama,LK,6.7989,81.4808,78.8,78,0,4.61,clear sky
217,Khorinsk,RU,52.1657,109.7726,29.43,80,34,7.85,scattered clouds
218,Dunedin,NZ,-45.8742,170.5036,55.0,89,31,1.99,scattered clouds
219,Muzhi,RU,65.3667,64.6667,31.35,99,100,5.44,light snow
220,Staraya Russa,RU,57.9944,31.3608,40.14,67,100,10.4,overcast clouds
221,Pervomayskoye,RU,43.919,46.7102,51.71,66,16,11.59,few clouds
222,Severo-Yeniseyskiy,RU,60.3725,93.0408,29.39,97,100,6.91,overcast clouds
223,Paamiut,GL,61.994,-49.6678,37.26,85,100,23.04,overcast clouds
224,Cherdyn,RU,60.403,56.4787,30.06,98,100,4.27,overcast clouds
225,Yulara,AU,-25.2406,130.9889,69.8,35,0,8.05,clear sky
226,Mayo,US,38.8876,-76.5119,64.0,31,1,8.05,clear sky
227,Tabuk,PH,17.4189,121.4443,72.57,86,2,4.0,clear sky
228,Bima,ID,-8.4667,118.7167,76.3,94,100,4.45,overcast clouds
229,Zhanaozen,KZ,43.3,52.8,53.8,49,54,11.95,broken clouds
230,Bilma,NE,18.6853,12.9164,91.04,5,0,5.39,clear sky
231,Port Alfred,ZA,-33.5906,26.891,69.01,75,0,10.89,clear sky
232,Chuy,UY,-33.6971,-53.4616,76.48,61,15,9.64,few clouds
233,Monte Santo,BR,-10.4378,-39.3328,92.35,32,44,7.65,scattered clouds
234,Brae,GB,60.3964,-1.353,41.0,60,40,28.77,scattered clouds
235,Filadelfia,US,39.9523,-75.1638,60.01,37,1,6.44,clear sky
236,Dicabisagan,PH,17.0818,122.4157,77.79,83,48,8.12,scattered clouds
237,Las Vegas,US,36.175,-115.1372,75.0,12,1,4.61,clear sky
238,Jumla,NP,29.2747,82.1838,45.05,23,1,4.5,clear sky
239,Namikupa,TZ,-10.8333,39.6,73.0,97,100,3.38,light rain
240,Victoria,HK,22.2855,114.1577,75.0,88,95,1.01,overcast clouds
241,Dickinson,US,29.4608,-95.0513,68.0,77,90,8.05,overcast clouds
242,Deputatskiy,RU,69.3,139.9,-9.2,99,100,1.3,overcast clouds
243,Mount Gambier,AU,-37.8333,140.7667,57.2,72,13,3.44,few clouds
244,Kaifeng,CN,34.7911,114.3483,50.0,66,0,2.24,clear sky
245,La Rioja,ES,42.25,-2.5,64.4,29,0,10.36,clear sky
246,Maragogi,BR,-9.0122,-35.2225,84.22,66,40,9.08,scattered clouds
247,Oranjemund,NA,-28.55,16.4333,65.82,88,15,17.58,few clouds
248,Madang,PG,-5.2246,145.7966,75.88,89,100,3.65,overcast clouds
249,Culasi,PH,11.4272,122.056,79.93,79,72,11.61,broken clouds
250,Sola,VU,-13.8833,167.55,81.57,79,99,16.71,light rain
251,Daru,PG,-9.0763,143.2092,76.87,91,76,7.4,broken clouds
252,Suez,EG,29.9737,32.5263,71.04,21,0,12.35,clear sky
253,Sitka,US,57.0531,-135.33,35.6,93,90,8.05,light rain
254,Zhaotong,CN,27.3167,103.7167,48.67,82,100,6.67,overcast clouds
255,Kavieng,PG,-2.5744,150.7967,77.09,91,100,8.28,heavy intensity rain
256,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.6,89,90,4.61,overcast clouds
257,Iracoubo,GF,5.4802,-53.2011,79.7,85,100,9.91,overcast clouds
258,Cayenne,GF,4.9333,-52.3333,77.0,94,75,4.61,very heavy rain
259,Le Vauclin,MQ,14.5452,-60.8388,86.0,58,20,16.11,few clouds
260,Sergeyevka,KZ,53.88,67.4158,33.19,91,100,7.43,overcast clouds
261,Pangkalanbuun,ID,-2.6833,111.6167,74.53,95,85,2.89,overcast clouds
262,Chubbuck,US,42.9208,-112.4661,52.0,61,1,5.75,clear sky
263,Norman Wells,CA,65.282,-126.8329,3.2,72,40,5.75,scattered clouds
264,Alcaniz,ES,41.05,-0.1333,62.01,70,0,5.01,clear sky
265,Berdigestyakh,RU,62.0989,126.6992,-17.19,100,93,2.59,overcast clouds
266,Kirakira,SB,-10.4544,161.9205,79.5,87,88,5.59,overcast clouds
267,Doha,QA,25.2867,51.5333,75.2,35,0,12.66,clear sky
268,Comrie,GB,56.3791,-3.9949,50.0,75,100,8.99,overcast clouds
269,Taltal,CL,-25.4,-70.4833,69.39,68,51,7.43,broken clouds
270,Marivan,IR,35.5219,46.176,48.58,55,4,3.89,clear sky
271,Codrington,AU,-38.2667,141.9667,57.87,67,84,7.31,broken clouds
272,Ancud,CL,-41.8697,-73.8203,64.99,62,0,3.44,clear sky
273,Yangambi,CD,0.8102,24.4336,83.48,59,88,3.6,overcast clouds
274,Sao Filipe,CV,14.8961,-24.4956,77.29,63,17,1.23,few clouds
275,Imeni Poliny Osipenko,RU,52.4201,136.4853,26.02,61,1,0.43,clear sky
276,Faanui,PF,-16.4833,-151.75,81.1,77,25,8.84,light rain
277,Ribeira Grande,PT,38.5167,-28.7,62.6,88,75,19.57,broken clouds
278,Barcelos,PT,41.5388,-8.6151,77.0,45,0,11.5,clear sky
279,Bonavista,CA,48.6499,-53.1147,41.0,100,100,2.3,overcast clouds
280,Dutse,NG,11.7594,9.3392,98.17,7,1,10.22,clear sky
281,Chandler,US,33.3062,-111.8412,81.0,21,1,8.05,clear sky
282,Pinerovka,RU,51.562,43.0689,41.0,65,100,5.3,light rain
283,Acajutla,SV,13.5928,-89.8275,77.0,47,0,6.91,clear sky
284,Sortland,NO,68.6949,15.4162,33.8,60,75,9.22,broken clouds
285,Gushi,CN,34.6425,109.5843,49.96,66,61,1.99,broken clouds
286,Berlevag,NO,70.8578,29.0864,33.8,93,75,29.93,light rain
287,Miechow,PL,50.3565,20.0279,44.6,49,40,4.61,scattered clouds
288,Manavalakurichi,IN,8.1333,77.3,86.0,66,20,8.05,haze
289,Bratsk,RU,56.1325,101.6142,26.6,80,91,4.47,overcast clouds
290,Isangel,VU,-19.55,169.2667,76.12,79,71,15.82,broken clouds
291,Klaksvik,FO,62.2266,-6.589,24.8,80,75,35.68,light snow
292,Luchegorsk,RU,46.4764,134.2569,33.73,54,0,5.73,clear sky
293,Dalbandin,PK,28.8947,64.4101,86.07,14,80,7.96,broken clouds
294,Kochetok,UA,49.8801,36.7372,42.8,70,75,11.18,moderate rain
295,Newport,GB,51.5877,-2.9984,57.99,64,15,5.01,few clouds
296,Vestmannaeyjar,IS,63.4427,-20.2734,26.53,47,85,29.82,overcast clouds
297,Fortuna,US,40.5982,-124.1573,50.0,93,90,3.44,overcast clouds
298,Abalak,RU,58.1286,68.5944,34.29,95,92,9.98,overcast clouds
299,Port Lincoln,AU,-34.7333,135.8667,63.23,83,0,12.64,clear sky
300,Alvand,IR,36.3187,49.1678,47.77,44,33,2.35,scattered clouds
301,Alihe,CN,50.5667,123.7167,33.71,70,97,0.94,overcast clouds
302,Luderitz,NA,-26.6481,15.1594,77.43,55,1,24.83,clear sky
303,Casper,US,42.8666,-106.3131,60.01,26,1,12.66,clear sky
304,Halifax,CA,44.6453,-63.5724,33.8,86,100,9.22,snow
305,Gizo,SB,-8.103,156.8419,82.27,76,100,2.64,moderate rain
306,Beyneu,KZ,45.3167,55.2,53.98,58,52,17.34,broken clouds
307,Somotillo,NI,13.0433,-86.9064,87.8,55,40,28.77,scattered clouds
308,Mersing,MY,2.4312,103.8405,80.6,89,93,2.89,overcast clouds
309,Kamaishi,JP,39.2667,141.8833,47.97,96,100,13.04,light rain
310,Geraldton,AU,-28.7667,114.6,73.4,83,40,16.11,scattered clouds
311,Samoylovka,RU,51.184,43.7081,40.84,62,100,4.27,overcast clouds
312,Varna,BG,43.2167,27.9167,44.6,93,90,3.44,light rain
313,Mantua,IT,45.1667,10.7833,60.01,33,40,9.22,scattered clouds
314,Ixtapa,MX,20.7,-105.2,73.4,68,1,6.91,clear sky
315,Mae Chan,TH,20.1467,99.8526,71.6,100,20,2.3,mist
316,Muhos,FI,64.808,25.9931,42.8,56,90,16.11,overcast clouds
317,Chiang Khong,TH,20.2613,100.4046,71.6,100,20,2.3,mist
318,Yerbogachen,RU,61.2767,108.0108,-11.29,99,59,4.18,broken clouds
319,Antonovo,BG,43.15,26.1667,44.6,93,90,3.69,overcast clouds
320,Pisco,PE,-13.7,-76.2167,75.0,83,92,4.61,overcast clouds
321,Guantanamo,CU,20.1444,-75.2092,84.2,51,75,19.57,broken clouds
322,Katobu,ID,-4.9408,122.5276,78.33,85,100,5.1,overcast clouds
323,Lebu,CL,-37.6167,-73.65,62.49,59,0,6.93,clear sky
324,Faya,SA,18.3851,42.4509,75.2,33,0,13.8,clear sky
325,Usogorsk,RU,63.4106,48.6872,24.94,92,47,3.18,scattered clouds
326,Nanortalik,GL,60.1432,-45.2371,37.09,79,94,11.39,overcast clouds
327,Sao Mateus,BR,-18.7161,-39.8589,83.66,59,100,8.59,overcast clouds
328,Flinders,AU,-34.5833,150.8552,64.99,84,0,1.01,clear sky
329,Neuquen,AR,-38.9516,-68.0591,75.2,60,0,5.75,clear sky
330,Gorom-Gorom,BF,14.4439,-0.2361,100.44,4,6,3.89,clear sky
331,Colares,PT,38.7992,-9.4469,71.01,60,0,5.75,clear sky
332,Hofn,IS,64.2539,-15.2082,18.07,56,56,24.52,broken clouds
333,Ucluelet,CA,48.9329,-125.5528,39.0,100,20,5.75,few clouds
334,Coxim,BR,-18.5067,-54.76,97.32,22,81,8.84,broken clouds
335,Mgandu,TZ,-5.95,34.1333,65.08,89,64,6.26,broken clouds
336,Tasiilaq,GL,65.6145,-37.6368,28.4,43,75,2.3,broken clouds
337,Kieta,PG,-6.2167,155.6333,78.3,82,94,3.71,light rain
338,Okhotsk,RU,59.3833,143.3,19.2,96,100,2.93,overcast clouds
339,Lagoa,PT,39.05,-27.9833,60.19,79,100,16.6,overcast clouds
340,Northam,GB,51.0333,-4.2167,55.0,77,28,8.01,scattered clouds
341,Emerald,AU,-23.5333,148.1667,73.4,78,75,12.66,broken clouds
342,Delray Beach,US,26.4615,-80.0728,72.0,54,98,3.0,overcast clouds
343,Burnie,AU,-41.0667,145.9167,55.98,70,7,10.11,clear sky
344,Samarai,PG,-10.6167,150.6667,82.15,76,99,1.23,overcast clouds
345,Zapolyarnyy,RU,69.4154,30.8136,35.6,80,75,20.71,broken clouds
346,North Bend,US,43.4065,-124.2243,48.2,93,90,9.22,overcast clouds
347,Tessalit,ML,20.1986,1.0114,96.62,4,0,3.29,clear sky
348,Hit,IQ,33.6416,42.8251,72.19,25,1,7.31,clear sky
349,Garavuti,TJ,37.5672,68.4469,53.6,82,90,11.18,overcast clouds
350,Qeshm,IR,26.9581,56.2719,82.4,54,51,4.61,haze
351,Labuhan,ID,-6.8844,112.2051,77.14,90,100,9.57,overcast clouds
352,Terney,RU,45.0503,136.6092,32.94,63,1,6.33,clear sky
353,Tawang,IN,27.5833,91.8667,39.29,70,72,5.12,broken clouds
354,Inhambane,MZ,-23.865,35.3833,80.6,50,20,6.91,few clouds
355,Grants,US,35.1473,-107.8514,51.8,35,1,4.43,clear sky
356,Somerset East,ZA,-32.7217,25.588,69.67,40,0,11.54,clear sky
357,Russell,US,32.3502,-85.1999,66.0,58,1,2.86,clear sky
358,Richards Bay,ZA,-28.783,32.0377,68.14,70,0,6.35,clear sky
359,Leningradskiy,RU,69.3833,178.4167,-3.12,97,100,6.71,overcast clouds
360,Samana,DO,19.2056,-69.3369,78.8,83,75,6.91,broken clouds
361,Suntar,RU,62.1444,117.6319,-10.26,100,90,4.03,overcast clouds
362,Youghal,IE,51.95,-7.8506,59.0,58,40,16.11,scattered clouds
363,Longyearbyen,SJ,78.2186,15.6401,22.89,71,94,35.08,overcast clouds
364,Kondinskoye,RU,59.6481,67.41,35.13,96,100,7.74,overcast clouds
365,Dunmore East,IE,52.1514,-6.9861,57.99,62,20,13.8,few clouds
366,Pauini,BR,-7.7136,-66.9764,85.77,67,100,3.18,overcast clouds
367,Mazagao,BR,-0.115,-51.2894,89.6,79,75,8.05,broken clouds
368,Gwadar,PK,25.1216,62.3254,80.64,81,2,7.83,clear sky
369,Itaituba,BR,-4.2761,-55.9836,90.57,50,100,4.23,overcast clouds
370,Constitucion,CL,-35.3333,-72.4167,63.14,66,28,7.78,scattered clouds
371,Axim,GH,4.8699,-2.2405,84.6,70,34,9.06,scattered clouds
372,Shadegan,IR,30.6497,48.6647,80.6,18,0,11.5,clear sky
373,Bitung,ID,1.4451,125.1824,77.0,94,20,1.14,few clouds
374,Ampanihy,MG,-24.7,44.75,72.36,76,36,12.41,scattered clouds
375,Belyy Yar,RU,53.6039,91.3903,33.8,55,0,4.47,clear sky
376,Aripuana,BR,-9.1667,-60.6333,75.85,90,100,0.96,moderate rain
377,Melipilla,CL,-33.7,-71.2167,59.0,77,90,5.75,overcast clouds
378,Nova Olimpia,BR,-14.7972,-57.2881,89.29,55,82,3.85,broken clouds
379,Santa Fe,AR,-31.6333,-60.7,84.0,50,60,3.0,broken clouds
380,Port Blair,IN,11.6667,92.75,80.24,75,7,4.0,clear sky
381,Hoshangabad,IN,22.75,77.7167,88.25,8,0,1.83,clear sky
382,Qaqortoq,GL,60.7167,-46.0333,39.2,93,90,3.44,overcast clouds
383,Roald,NO,62.5833,6.1333,35.6,87,75,19.57,light rain
384,Port Macquarie,AU,-31.4333,152.9167,69.8,78,100,4.61,overcast clouds
385,Cairns,AU,-16.9167,145.7667,77.0,83,90,2.3,light rain
386,Cabo San Lucas,MX,22.8909,-109.9124,80.6,24,1,5.75,clear sky
387,Wagar,SD,16.1525,36.2032,92.68,18,42,17.31,scattered clouds
388,Shelburne,CA,44.0787,-80.2041,52.0,43,2,6.44,clear sky
389,Nago,JP,26.5881,127.9761,66.2,72,90,14.97,overcast clouds
390,Nantucket,US,41.2835,-70.0995,46.99,57,0,12.44,clear sky
391,Saquena,PE,-4.6667,-73.5167,73.42,98,100,2.91,overcast clouds
392,Jacmel,HT,18.2342,-72.5347,82.4,65,75,6.91,broken clouds
393,Dong Hoi,VN,17.4833,106.6,74.73,94,16,5.12,few clouds
394,Bintulu,MY,3.1667,113.0333,77.0,94,40,3.44,moderate rain
